// C5-customers.dat

// Basic parameters
Stages = 3;

// Node sets - 10 nodes
Nodes = {"DC", "S1", "S2", "C1", "C2", "C3", "C4", "C5", "O1", "D1"};
Customers = {"C1", "C2", "C3", "C4", "C5"};
Stations = {"S1", "S2"};
BusOrigins = {"O1"};
BusDestinations = {"D1"};
DistributionCenter = {"DC"};

// Logistics nodes (物流车可以访问的节点)
LogisticsNodes = {"DC", "S1", "S2", "C1", "C2", "C3", "C4", "C5"};

// Non-logistics nodes (物流车不能访问的节点)
NonLogisticsNodes = {"O1", "D1"};

// Vehicle sets
BusRoutes = {"R1", "R2"};
LogisticsVehicles = {"V1", "V2"};

// All arcs
Arcs = {
  // Distribution center connections
  <"DC", "S1">, <"DC", "S2">,
  <"DC", "C1">, <"DC", "C2">, <"DC", "C3">, <"DC", "C4">, <"DC", "C5">,
  
  // Connections between service stations
  <"S1", "S2">, <"S2", "S1">,
  
  // Service stations to customers
  <"S1", "C1">, <"S1", "C2">, <"S1", "C3">, <"S1", "C4">, <"S1", "C5">,
  <"S2", "C1">, <"S2", "C2">, <"S2", "C3">, <"S2", "C4">, <"S2", "C5">,
  
  // Connections between customers (all pairs)
  <"C1", "C2">, <"C2", "C1">,
  <"C1", "C3">, <"C3", "C1">,
  <"C1", "C4">, <"C4", "C1">,
  <"C1", "C5">, <"C5", "C1">,
  <"C2", "C3">, <"C3", "C2">,
  <"C2", "C4">, <"C4", "C2">,
  <"C2", "C5">, <"C5", "C2">,
  <"C3", "C4">, <"C4", "C3">,
  <"C3", "C5">, <"C5", "C3">,
  <"C4", "C5">, <"C5", "C4">,
  
  // Return to distribution center
  <"S1", "DC">, <"S2", "DC">,
  <"C1", "DC">, <"C2", "DC">, <"C3", "DC">, <"C4", "DC">, <"C5", "DC">,
  
  // Bus routes (公交车专用弧)
  <"O1", "S1">, <"S1", "C1">, <"C1", "C2">, <"C2", "D1">,
  <"O1", "S2">, <"S2", "C3">, <"C3", "C2">, <"C2", "D1">
};

BusRouteArcs = [
  // Route 1: O1 -> S1 -> C1 -> C2 -> D1
  {<"O1", "S1">, <"S1", "C1">, <"C1", "C2">, <"C2", "D1">},
  // Route 2: O1 -> S2 -> C3 -> C2 -> D1
  {<"O1", "S2">, <"S2", "C3">, <"C3", "C2">, <"C2", "D1">}
];

// Distance matrix (欧几里得距离，基于平面坐标)
Distance = #[
  // DC to stations
  <"DC", "S1">: 87.2060,
  <"DC", "S2">: 84.9706,
  
  // DC to customers
  <"DC", "C1">: 130.7158,
  <"DC", "C2">: 163.5421,
  <"DC", "C3">: 52.1680,
  <"DC", "C4">: 171.7320,
  <"DC", "C5">: 174.0510,
  
  // S1 to customers
  <"S1", "C1">: 207.7750,
  <"S1", "C2">: 239.9130,
  <"S1", "C3">: 139.2210,
  <"S1", "C4">: 122.0060,
  <"S1", "C5">: 197.1290,
  
  // S2 to customers
  <"S2", "C1">: 205.6950,
  <"S2", "C2">: 237.8620,
  <"S2", "C3">: 136.9800,
  <"S2", "C4">: 122.7600,
  <"S2", "C5">: 196.0870,
  
  // Stations between each other
  <"S1", "S2">: 2.2361,
  <"S2", "S1">: 2.2361,
  
  // Between customer nodes
  <"C1", "C2">: 32.7870,
  <"C2", "C1">: 32.7870,
  <"C1", "C3">: 97.9000,
  <"C3", "C1">: 97.9000,
  <"C1", "C4">: 236.4400,
  <"C4", "C1">: 236.4400,
  <"C1", "C5">: 139.8900,
  <"C5", "C1">: 139.8900,
  
  <"C2", "C3">: 128.7700,
  <"C3", "C2">: 128.7700,
  <"C2", "C4">: 261.2900,
  <"C4", "C2">: 261.2900,
  <"C2", "C5">: 150.1950,
  <"C5", "C2">: 150.1950,
  
  <"C3", "C4">: 215.8700,
  <"C4", "C3">: 215.8700,
  <"C3", "C5">: 184.9600,
  <"C5", "C3">: 184.9600,
  
  <"C4", "C5">: 145.2400,
  <"C5", "C4">: 145.2400,
  
  // Return to distribution center
  <"S1", "DC">: 87.2060,
  <"S2", "DC">: 84.9706,
  <"C1", "DC">: 130.7158,
  <"C2", "DC">: 163.5421,
  <"C3", "DC">: 52.1680,
  <"C4", "DC">: 171.7320,
  <"C5", "DC">: 174.0510,
  
  // Bus route arcs
  <"O1", "S1">: 199.9699,
  <"S1", "C1">: 207.7750,
  <"C1", "C2">: 32.7870,
  <"C2", "D1">: 163.5421,
  <"O1", "S2">: 197.8500,
  <"S2", "C3">: 136.9800,
  <"C3", "C2">: 128.7700
]#;

TransportCost = #[
  // DC connections (所有成本为1)
  <"DC", "S1">: 1, <"DC", "S2">: 1,
  <"DC", "C1">: 1, <"DC", "C2">: 1, <"DC", "C3">: 1,
  <"DC", "C4">: 1, <"DC", "C5">: 1,
  
  // Stations between each other
  <"S1", "S2">: 1, <"S2", "S1">: 1,
  
  // S1 to customers
  <"S1", "C1">: 1, <"S1", "C2">: 1, <"S1", "C3">: 1,
  <"S1", "C4">: 1, <"S1", "C5">: 1,
  
  // S2 to customers
  <"S2", "C1">: 1, <"S2", "C2">: 1, <"S2", "C3">: 1,
  <"S2", "C4">: 1, <"S2", "C5">: 1,
  
  // Between customer nodes
  <"C1", "C2">: 1, <"C2", "C1">: 1,
  <"C1", "C3">: 1, <"C3", "C1">: 1,
  <"C1", "C4">: 1, <"C4", "C1">: 1,
  <"C1", "C5">: 1, <"C5", "C1">: 1,
  <"C2", "C3">: 1, <"C3", "C2">: 1,
  <"C2", "C4">: 1, <"C4", "C2">: 1,
  <"C2", "C5">: 1, <"C5", "C2">: 1,
  <"C3", "C4">: 1, <"C4", "C3">: 1,
  <"C3", "C5">: 1, <"C5", "C3">: 1,
  <"C4", "C5">: 1, <"C5", "C4">: 1,
  
  // Return to distribution center
  <"S1", "DC">: 1, <"S2", "DC">: 1,
  <"C1", "DC">: 1, <"C2", "DC">: 1, <"C3", "DC">: 1,
  <"C4", "DC">: 1, <"C5", "DC">: 1,
  
  // Bus route arcs
  <"O1", "S1">: 1, <"S1", "C1">: 1, <"C1", "C2">: 1, <"C2", "D1">: 1,
  <"O1", "S2">: 1, <"S2", "C3">: 1, <"C3", "C2">: 1
]#;

// Service station lease cost (10 nodes × 3 stages)
// 节点顺序：DC, S1, S2, C1, C2, C3, C4, C5, O1, D1
StationLeaseCost = [
  [0, 0, 0],   // DC
  [10, 10, 10],   // S1
  [10, 10, 10],   // S2
  [10, 10, 10],   // C1
  [10, 10, 10],   // C2
  [10, 10, 10],   // C3
  [10, 10, 10],   // C4
  [10, 10, 10],   // C5
  [10, 10, 10],   // O1
  [0, 0, 0]    // D1
];

// Bus service cost (2 routes × 10 nodes)
// 节点顺序：DC, S1, S2, C1, C2, C3, C4, C5, O1, D1
BusServiceCost = [
  // R1: 服务S1, C1, C2, D1
  [0, 0.5, 0, 0.5, 0.5, 0, 0, 0, 0, 0],
  // R2: 服务S2, C3, C2, D1
  [0, 0, 0.5, 0, 0.5, 0.5, 0, 0, 0, 0]
];

// Demand data - 5 customers, 3 stages
// 根据用户提供的需求矩阵整理
Demand_n = [
  // C1: 阶段1,2,3
  [0, 0, 18],
  // C2: 阶段1,2,3
  [12, 0, 24],
  // C3: 阶段1,2,3
  [0, 11, 0],
  // C4: 阶段1,2,3
  [0, 18, 0],
  // C5: 阶段1,2,3
  [13, 0, 6]
];

Demand_s = [
  // C1: 阶段1,2,3
  [15, 12, 0],
  // C2: 阶段1,2,3
  [0, 14, 0],
  // C3: 阶段1,2,3
  [2, 0, 1],
  // C4: 阶段1,2,3
  [14, 0, 4],
  // C5: 阶段1,2,3
  [0, 19, 0]
];

// Capacity parameters
BusCapacity = [35, 35];
VehicleCapacity = [150, 150];

// Time parameters - 速度 20 km/h, 时间 = 距离 / 20
TravelTime = #[
  // DC connections
  <"DC", "S1">: 4.3603,
  <"DC", "S2">: 4.2485,
  <"DC", "C1">: 6.5358,
  <"DC", "C2">: 8.1771,
  <"DC", "C3">: 2.6084,
  <"DC", "C4">: 8.5866,
  <"DC", "C5">: 8.7026,
  
  // S1 to customers
  <"S1", "C1">: 10.3888,
  <"S1", "C2">: 11.9957,
  <"S1", "C3">: 6.9611,
  <"S1", "C4">: 6.1003,
  <"S1", "C5">: 9.8565,
  
  // S2 to customers
  <"S2", "C1">: 10.2848,
  <"S2", "C2">: 11.8931,
  <"S2", "C3">: 6.8490,
  <"S2", "C4">: 6.1380,
  <"S2", "C5">: 9.8044,
  
  // Stations between each other
  <"S1", "S2">: 0.1118,
  <"S2", "S1">: 0.1118,
  
  // Between customer nodes
  <"C1", "C2">: 1.6394,
  <"C2", "C1">: 1.6394,
  <"C1", "C3">: 4.8950,
  <"C3", "C1">: 4.8950,
  <"C1", "C4">: 11.8220,
  <"C4", "C1">: 11.8220,
  <"C1", "C5">: 6.9945,
  <"C5", "C1">: 6.9945,
  
  <"C2", "C3">: 6.4385,
  <"C3", "C2">: 6.4385,
  <"C2", "C4">: 13.0645,
  <"C4", "C2">: 13.0645,
  <"C2", "C5">: 7.5098,
  <"C5", "C2">: 7.5098,
  
  <"C3", "C4">: 10.7935,
  <"C4", "C3">: 10.7935,
  <"C3", "C5">: 9.2480,
  <"C5", "C3">: 9.2480,
  
  <"C4", "C5">: 7.2620,
  <"C5", "C4">: 7.2620,
  
  // Return to distribution center
  <"S1", "DC">: 4.3603,
  <"S2", "DC">: 4.2485,
  <"C1", "DC">: 6.5358,
  <"C2", "DC">: 8.1771,
  <"C3", "DC">: 2.6084,
  <"C4", "DC">: 8.5866,
  <"C5", "DC">: 8.7026,
  
  // Bus route arcs
  <"O1", "S1">: 9.9985,
  <"S1", "C1">: 10.3888,
  <"C1", "C2">: 1.6394,
